problem_hash,model_name,shot_strategy,planning,procedural,score_creative_alignment,score_instructional_precision,score_emergence,score_structural_coherence,score_programmatic_validation,score_tree_edit_distance,score_jaccard_similarity,param_nesting_complexity,param_component_complexity,param_max_sentences_for_desc
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gpt-4.1-mini,zeroshot,0,0,3,3,3,5,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gpt-4.1-mini,zeroshot,0,0,3,2,2,3,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gpt-4.1-mini,zeroshot,0,0,3,3,3,5,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gpt-4.1-mini,zeroshot,0,0,3,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gpt-4.1-mini,zeroshot,0,0,3,2,2,4,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gpt-4.1-mini,zeroshot,0,0,4,2,3,3,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gpt-4.1-mini,zeroshot,0,0,4,3,3,5,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gpt-4.1-mini,zeroshot,0,0,3,3,3,4,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gpt-4.1-mini,zeroshot,0,0,2,2,1,5,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gpt-4.1-mini,zeroshot,0,0,2,2,1,5,Passed,,,,,2
eae94254c3d704810bd600e3f04a78f6844466f4a63e12b680ae564e57a813fe,gpt-4.1-mini,zeroshot,1,0,3,3,3,4,Passed,,,,,2
b1112b62f80b3a984b509edbe0cf431dcdc65aa4f712e50ec74edf3cb0dcac9a,gpt-4.1-mini,zeroshot,1,0,3,3,3,5,Passed,,,,,2
7f69dbc71665bda3b3d41c1d17bac1e251321b76723d1e7046e8d4e884377dd4,gpt-4.1-mini,zeroshot,1,0,4,3,4,4,Passed,,,,,2
a61ebe19d7352c86cc7658e4f276bd179887e5c8c5ac1a43b1832373b66fa310,gpt-4.1-mini,zeroshot,1,0,3,3,3,5,Passed,,,,,2
e170c88788c5b769f7add5690268280094b2a33178c830dd9baf4a984fe8a91d,gpt-4.1-mini,zeroshot,1,0,3,2,3,5,Passed,,,,,2
9463606c7e9df86fb943391993acf8c4185d2561114d119daf40967854541f4f,gpt-4.1-mini,zeroshot,1,0,4,3,3,5,Passed,,,,,2
4bef1b5c99b194f6c7513aac385c65345544f2ca15e5aaa500efaedec589be21,gpt-4.1-mini,zeroshot,1,0,4,3,3,4,Passed,,,,,2
e02e1dadebd3091fab6750794b7a40e1b86a218ff65c7e8f28916319350bd476,gpt-4.1-mini,zeroshot,1,0,3,3,3,3,Passed,,,,,2
ef1603639c446661003bc3779b8a74b72eaf71d1c95b22fb078609c271bafe12,gpt-4.1-mini,zeroshot,1,0,3,2,3,4,Passed,,,,,2
8c554a19a3f86f9050e4b9dcb2f9a7eaa6d17900e58284b475ab1111caf89f61,gpt-4.1-mini,zeroshot,1,0,3,2,3,3,Passed,,,,,2
